Order ID,Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-7877,2017-05-25,2017-05-27,Second Class,Home Office,New York,South,Technology,Accessories,914.27,6,0.3,93.44
CA-7878,2015-05-11,2015-05-12,Standard Class,Corporate,Florida,West,Furniture,Tables,370.78,7,0.2,-8.12
CA-7879,2018-12-04,2018-12-05,Same Day,Home Office,California,East,Furniture,Furnishings,897.44,1,0.3,140.88
CA-7880,2018-04-19,2018-04-23,Same Day,Consumer,Florida,South,Furniture,Chairs,924.44,7,0.3,-30.7
CA-7881,2018-04-30,2018-05-01,Same Day,Consumer,Washington,Central,Furniture,Chairs,611.51,1,0.0,90.42
CA-7882,2018-02-08,2018-02-11,First Class,Home Office,Texas,Central,Office Supplies,Binders,756.96,1,0.0,-93.2
CA-7883,2015-07-04,2015-07-05,Standard Class,Home Office,Illinois,West,Office Supplies,Appliances,693.52,6,0.1,-119.23
CA-7884,2018-08-01,2018-08-02,Second Class,Home Office,California,Central,Furniture,Chairs,927.68,5,0.1,237.09
CA-7885,2018-08-30,2018-09-05,Same Day,Consumer,New York,West,Office Supplies,Binders,643.12,8,0.2,-19.76
CA-7886,2016-04-26,2016-04-28,First Class,Consumer,Washington,East,Office Supplies,Storage,389.94,5,0.3,59.18
CA-7887,2015-05-29,2015-05-30,Standard Class,Home Office,Illinois,West,Technology,Accessories,284.98,2,0.1,-24.46
CA-7888,2016-04-17,2016-04-21,Second Class,Corporate,Illinois,West,Technology,Machines,54.56,5,0.3,1.18
CA-7889,2017-12-06,2017-12-08,First Class,Corporate,Washington,East,Technology,Phones,165.14,5,0.3,3.83
CA-7890,2018-06-02,2018-06-04,First Class,Home Office,Texas,Central,Office Supplies,Labels,374.43,3,0.0,-12.08
CA-7891,2016-02-28,2016-02-29,Same Day,Home Office,New York,Central,Technology,Machines,186.58,5,0.1,-28.13
CA-7892,2017-10-12,2017-10-14,Second Class,Corporate,Illinois,West,Office Supplies,Paper,613.19,2,0.0,128.5
CA-7893,2016-03-18,2016-03-21,Second Class,Home Office,Washington,East,Furniture,Bookcases,99.81,3,0.2,-10.51
CA-7894,2018-04-04,2018-04-10,Second Class,Consumer,New York,West,Office Supplies,Envelopes,211.79,6,0.1,-21.84
CA-7895,2018-01-26,2018-01-30,Standard Class,Home Office,New York,West,Furniture,Tables,521.92,2,0.2,91.66
CA-7896,2017-11-06,2017-11-11,Second Class,Home Office,Florida,West,Furniture,Chairs,840.49,6,0.1,153.21
CA-7897,2018-11-02,2018-11-03,Second Class,Consumer,Illinois,South,Technology,Phones,672.12,5,0.3,-78.86
CA-7898,2016-03-05,2016-03-11,Standard Class,Consumer,Texas,Central,Technology,Phones,905.89,5,0.2,40.4
CA-7899,2016-03-10,2016-03-11,Second Class,Home Office,New York,East,Furniture,Chairs,548.83,4,0.2,110.12
CA-7900,2017-08-15,2017-08-18,Same Day,Corporate,Washington,East,Furniture,Bookcases,381.37,9,0.3,10.86
CA-7901,2017-10-29,2017-11-01,Standard Class,Corporate,New York,South,Technology,Accessories,998.62,7,0.0,79.89
CA-7902,2016-07-28,2016-08-01,Standard Class,Home Office,Illinois,South,Furniture,Furnishings,246.38,3,0.1,59.6
CA-7903,2016-08-09,2016-08-13,Standard Class,Corporate,Illinois,Central,Office Supplies,Labels,819.23,1,0.1,85.86
CA-7904,2018-04-05,2018-04-06,Standard Class,Corporate,Texas,Central,Furniture,Bookcases,155.62,5,0.3,14.55
CA-7905,2018-09-23,2018-09-26,First Class,Corporate,Texas,West,Furniture,Bookcases,920.64,8,0.3,-83.95
CA-7906,2017-08-12,2017-08-17,Second Class,Corporate,Texas,Central,Office Supplies,Binders,307.46,4,0.0,-44.48
CA-7907,2015-08-29,2015-09-03,Standard Class,Corporate,Illinois,Central,Office Supplies,Paper,217.76,8,0.2,40.24
CA-7908,2015-07-30,2015-08-05,Second Class,Corporate,Illinois,South,Office Supplies,Envelopes,123.77,2,0.1,15.07
CA-7909,2016-12-11,2016-12-12,Same Day,Corporate,Texas,Central,Furniture,Chairs,929.79,7,0.2,-98.99
CA-7910,2015-12-16,2015-12-19,First Class,Consumer,Illinois,Central,Technology,Copiers,436.9,1,0.2,-41.48
CA-7911,2017-03-31,2017-04-03,First Class,Home Office,California,South,Furniture,Bookcases,17.72,1,0.3,3.08
CA-7912,2016-07-09,2016-07-13,Second Class,Consumer,Washington,West,Technology,Copiers,655.45,6,0.2,78.71
CA-7913,2018-12-10,2018-12-16,First Class,Corporate,Texas,South,Technology,Machines,706.22,5,0.1,-90.21
CA-7914,2017-10-20,2017-10-26,Standard Class,Consumer,California,East,Office Supplies,Binders,249.76,2,0.1,35.0
CA-7915,2015-10-26,2015-10-29,Second Class,Home Office,Illinois,West,Technology,Copiers,820.86,5,0.0,21.43
CA-7916,2018-01-21,2018-01-22,Standard Class,Home Office,New York,West,Furniture,Bookcases,155.99,8,0.3,-2.81
CA-7917,2016-06-05,2016-06-08,Second Class,Home Office,Washington,East,Technology,Phones,722.86,5,0.1,-85.86
CA-7918,2015-09-01,2015-09-03,Standard Class,Consumer,California,East,Office Supplies,Appliances,825.46,1,0.3,136.32
CA-7919,2015-09-26,2015-10-01,First Class,Home Office,Florida,South,Furniture,Furnishings,830.88,8,0.0,42.06
CA-7920,2018-02-17,2018-02-23,First Class,Consumer,New York,Central,Furniture,Bookcases,611.42,2,0.1,116.37
CA-7921,2015-01-01,2015-01-06,Second Class,Corporate,New York,West,Furniture,Furnishings,734.69,5,0.2,172.92
CA-7922,2015-07-05,2015-07-10,Standard Class,Home Office,Illinois,West,Technology,Phones,444.83,2,0.1,106.89
CA-7923,2015-07-15,2015-07-17,Same Day,Corporate,California,South,Office Supplies,Storage,581.3,9,0.3,-9.28
CA-7924,2016-06-20,2016-06-24,First Class,Home Office,Washington,East,Furniture,Tables,725.27,2,0.0,117.08
CA-7925,2016-03-18,2016-03-21,Same Day,Consumer,Texas,Central,Office Supplies,Envelopes,433.76,7,0.2,64.33
CA-7926,2016-05-21,2016-05-24,Second Class,Home Office,Illinois,Central,Technology,Phones,744.11,3,0.3,107.51
CA-7927,2016-05-02,2016-05-08,Second Class,Corporate,Washington,East,Furniture,Bookcases,806.17,1,0.2,57.33
CA-7928,2015-07-14,2015-07-18,Second Class,Consumer,California,Central,Furniture,Furnishings,922.99,2,0.3,102.11
CA-7929,2015-06-07,2015-06-11,Same Day,Corporate,California,Central,Furniture,Tables,644.25,9,0.3,41.6
CA-7930,2017-04-03,2017-04-05,Same Day,Home Office,Florida,East,Furniture,Chairs,284.2,9,0.2,7.65
CA-7931,2018-03-30,2018-04-05,Standard Class,Consumer,California,South,Furniture,Bookcases,92.5,1,0.1,0.97
CA-7932,2016-08-06,2016-08-10,Second Class,Home Office,Washington,South,Technology,Copiers,246.89,2,0.1,13.21
CA-7933,2016-04-19,2016-04-24,First Class,Consumer,New York,East,Furniture,Furnishings,650.26,6,0.3,115.27
CA-7934,2017-10-27,2017-10-28,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,646.37,7,0.3,-65.45
CA-7935,2017-01-21,2017-01-22,Second Class,Corporate,Florida,Central,Office Supplies,Paper,455.3,2,0.2,2.75
CA-7936,2018-12-24,2018-12-28,Standard Class,Corporate,New York,West,Office Supplies,Binders,263.02,7,0.3,3.9
CA-7937,2018-01-14,2018-01-18,Same Day,Corporate,Illinois,West,Furniture,Furnishings,351.59,4,0.3,-22.96
CA-7938,2015-09-09,2015-09-10,Second Class,Home Office,Washington,South,Office Supplies,Labels,650.19,4,0.1,18.17
CA-7939,2015-02-08,2015-02-09,First Class,Consumer,California,South,Technology,Phones,516.97,9,0.1,124.56
CA-7940,2015-07-04,2015-07-05,Standard Class,Home Office,Washington,East,Technology,Phones,356.64,6,0.0,-65.83
CA-7941,2015-11-24,2015-11-26,First Class,Consumer,Texas,South,Office Supplies,Appliances,382.32,9,0.2,-39.11
CA-7942,2015-08-20,2015-08-21,First Class,Consumer,Florida,Central,Office Supplies,Binders,708.45,7,0.1,184.22
CA-7943,2015-09-06,2015-09-09,First Class,Home Office,Illinois,South,Technology,Phones,328.78,7,0.1,64.81
CA-7944,2015-06-14,2015-06-16,First Class,Corporate,Texas,South,Office Supplies,Paper,617.29,7,0.1,26.59
CA-7945,2018-07-26,2018-07-29,First Class,Consumer,California,West,Furniture,Furnishings,152.76,7,0.1,18.09
CA-7946,2015-06-27,2015-06-28,First Class,Consumer,Washington,West,Office Supplies,Envelopes,946.6,3,0.1,202.88
CA-7947,2017-01-04,2017-01-07,Standard Class,Corporate,Illinois,West,Technology,Copiers,609.95,7,0.2,126.4
CA-7948,2017-06-27,2017-06-30,First Class,Consumer,California,East,Technology,Machines,182.43,3,0.3,1.39
CA-7949,2016-02-24,2016-02-29,First Class,Home Office,Illinois,West,Furniture,Bookcases,649.27,9,0.2,140.55
CA-7950,2015-04-23,2015-04-27,First Class,Consumer,New York,South,Furniture,Tables,727.07,5,0.2,64.78
CA-7951,2015-02-01,2015-02-07,First Class,Corporate,California,South,Technology,Accessories,798.91,3,0.3,163.81
CA-7952,2016-12-24,2016-12-28,Standard Class,Consumer,New York,West,Furniture,Tables,974.99,4,0.3,181.75
CA-7953,2017-08-08,2017-08-14,First Class,Consumer,California,West,Furniture,Bookcases,890.12,5,0.1,146.66
CA-7954,2015-02-19,2015-02-24,First Class,Corporate,New York,Central,Furniture,Chairs,617.34,7,0.1,43.92
CA-7955,2018-09-11,2018-09-15,Same Day,Corporate,Florida,East,Furniture,Bookcases,182.06,4,0.3,29.98
CA-7956,2015-07-04,2015-07-06,First Class,Home Office,New York,East,Office Supplies,Paper,998.39,1,0.0,-47.38
CA-7957,2015-06-20,2015-06-26,First Class,Consumer,Washington,Central,Technology,Machines,122.42,4,0.1,-17.12
CA-7958,2016-12-02,2016-12-05,Second Class,Consumer,California,West,Office Supplies,Labels,919.63,3,0.0,-134.3
CA-7959,2017-11-27,2017-11-29,Second Class,Corporate,Illinois,South,Office Supplies,Storage,101.62,9,0.0,7.0
CA-7960,2017-05-28,2017-06-01,Second Class,Home Office,Florida,South,Technology,Accessories,802.67,5,0.1,150.29
CA-7961,2018-01-18,2018-01-21,First Class,Corporate,California,East,Office Supplies,Appliances,241.77,6,0.1,0.59
CA-7962,2017-12-16,2017-12-18,Second Class,Home Office,Florida,South,Office Supplies,Binders,536.81,4,0.0,76.78
CA-7963,2016-11-22,2016-11-27,Second Class,Home Office,Washington,Central,Furniture,Furnishings,599.39,1,0.1,-38.23
CA-7964,2015-12-20,2015-12-26,First Class,Home Office,California,Central,Technology,Accessories,293.63,1,0.1,48.5
CA-7965,2018-04-16,2018-04-19,Same Day,Consumer,California,East,Technology,Phones,875.42,3,0.1,61.65
CA-7966,2016-06-01,2016-06-03,First Class,Consumer,Washington,Central,Furniture,Bookcases,564.67,6,0.0,-99.01
CA-7967,2017-11-14,2017-11-20,Same Day,Consumer,Washington,South,Technology,Machines,849.12,8,0.1,62.63
CA-7968,2018-05-09,2018-05-15,Second Class,Consumer,Washington,Central,Technology,Machines,128.37,7,0.1,34.04
CA-7969,2015-10-20,2015-10-25,Standard Class,Home Office,Florida,East,Furniture,Bookcases,592.64,6,0.1,59.7
CA-7970,2018-07-11,2018-07-16,Second Class,Home Office,Washington,East,Office Supplies,Appliances,211.71,6,0.3,10.57
CA-7971,2016-07-06,2016-07-08,Second Class,Consumer,California,East,Furniture,Bookcases,271.94,3,0.2,8.82
CA-7972,2018-11-02,2018-11-06,First Class,Corporate,Illinois,West,Technology,Accessories,355.07,5,0.3,-22.26
CA-7973,2018-11-18,2018-11-19,Same Day,Home Office,Illinois,East,Office Supplies,Envelopes,763.72,6,0.2,107.52
CA-7974,2015-01-25,2015-01-30,First Class,Corporate,Texas,South,Furniture,Bookcases,988.81,4,0.3,-137.91
CA-7975,2018-03-24,2018-03-26,Same Day,Home Office,California,South,Technology,Machines,953.19,2,0.2,-119.83
CA-7976,2017-10-25,2017-10-28,Second Class,Consumer,New York,East,Office Supplies,Labels,909.94,2,0.0,-106.05
CA-7977,2017-03-27,2017-03-28,Second Class,Corporate,California,East,Office Supplies,Appliances,894.44,3,0.0,264.56
CA-7978,2017-12-04,2017-12-10,Same Day,Home Office,Illinois,South,Office Supplies,Labels,704.13,2,0.3,127.57
CA-7979,2015-06-13,2015-06-14,Same Day,Consumer,New York,South,Office Supplies,Envelopes,47.75,6,0.3,4.54
CA-7980,2015-07-03,2015-07-05,Second Class,Consumer,Washington,East,Technology,Phones,303.17,3,0.0,29.27
CA-7981,2016-10-20,2016-10-24,Second Class,Corporate,California,West,Office Supplies,Labels,441.21,4,0.3,-47.79
CA-7982,2016-07-30,2016-08-01,Same Day,Home Office,Florida,East,Technology,Copiers,388.79,1,0.3,18.39
CA-7983,2018-03-15,2018-03-21,Same Day,Home Office,California,West,Office Supplies,Paper,542.31,8,0.0,93.83
CA-7984,2015-06-20,2015-06-22,Second Class,Home Office,New York,South,Technology,Copiers,290.91,3,0.0,-3.69
CA-7985,2017-06-23,2017-06-25,Same Day,Corporate,Washington,South,Technology,Copiers,169.57,2,0.0,0.17
CA-7986,2017-09-11,2017-09-17,Second Class,Consumer,California,East,Office Supplies,Envelopes,792.38,3,0.3,48.73
CA-7987,2018-04-16,2018-04-17,First Class,Consumer,Florida,West,Office Supplies,Envelopes,401.78,5,0.0,-72.86
CA-7988,2018-07-08,2018-07-12,Second Class,Corporate,Florida,South,Office Supplies,Storage,288.23,3,0.1,43.7
CA-7989,2016-06-24,2016-06-27,Standard Class,Corporate,Texas,South,Furniture,Chairs,370.25,9,0.2,-51.16
CA-7990,2018-12-29,2019-01-02,Second Class,Home Office,Florida,West,Furniture,Bookcases,60.31,1,0.2,8.69
CA-7991,2018-02-26,2018-02-28,Standard Class,Consumer,California,Central,Technology,Accessories,183.33,5,0.2,11.13
CA-7992,2017-10-31,2017-11-06,Same Day,Consumer,Illinois,West,Furniture,Chairs,55.8,6,0.1,-7.15
CA-7993,2017-03-17,2017-03-21,Standard Class,Consumer,California,West,Furniture,Furnishings,872.4,5,0.3,-70.0
CA-7994,2016-05-22,2016-05-26,First Class,Home Office,California,Central,Office Supplies,Envelopes,764.03,4,0.2,-111.76
CA-7995,2017-07-18,2017-07-20,First Class,Home Office,New York,East,Technology,Copiers,374.94,6,0.1,-33.03
CA-7996,2015-07-19,2015-07-21,Second Class,Consumer,Illinois,West,Office Supplies,Envelopes,993.84,2,0.3,-83.46
CA-7997,2018-08-20,2018-08-25,First Class,Consumer,California,East,Furniture,Tables,408.52,2,0.2,57.54
CA-7998,2016-04-24,2016-04-28,Second Class,Home Office,Illinois,South,Office Supplies,Envelopes,515.28,7,0.2,89.49
CA-7999,2018-10-08,2018-10-14,First Class,Home Office,Texas,East,Office Supplies,Appliances,106.2,5,0.3,-0.41
CA-8000,2016-03-05,2016-03-06,Same Day,Home Office,Illinois,South,Office Supplies,Envelopes,586.86,6,0.0,138.16
CA-8001,2018-11-18,2018-11-24,Same Day,Consumer,Washington,West,Office Supplies,Paper,76.17,5,0.1,6.89
CA-8002,2015-05-25,2015-05-27,Standard Class,Corporate,California,West,Office Supplies,Storage,300.35,3,0.2,46.83
CA-8003,2015-03-10,2015-03-16,Same Day,Home Office,Texas,East,Technology,Phones,150.24,6,0.2,5.27
CA-8004,2015-08-27,2015-08-29,Second Class,Corporate,California,Central,Furniture,Chairs,580.77,1,0.0,6.88
CA-8005,2018-05-06,2018-05-07,Same Day,Consumer,Illinois,West,Furniture,Chairs,816.13,1,0.3,74.91
CA-8006,2017-10-31,2017-11-03,Second Class,Home Office,New York,West,Technology,Machines,209.5,5,0.3,20.09
CA-8007,2016-07-29,2016-08-04,Standard Class,Home Office,California,West,Office Supplies,Labels,686.38,2,0.2,55.79
CA-8008,2017-03-19,2017-03-23,Standard Class,Corporate,Florida,Central,Technology,Accessories,17.4,8,0.2,-1.7
CA-8009,2017-07-05,2017-07-10,Second Class,Consumer,Washington,South,Office Supplies,Labels,963.04,8,0.1,139.62
CA-8010,2018-11-12,2018-11-17,First Class,Corporate,California,East,Technology,Machines,615.99,7,0.3,76.1
CA-8011,2015-07-13,2015-07-16,Standard Class,Consumer,Illinois,Central,Office Supplies,Appliances,806.58,2,0.2,-0.95
CA-8012,2017-02-06,2017-02-12,Second Class,Consumer,Texas,West,Technology,Accessories,125.11,7,0.1,25.26
CA-8013,2016-06-07,2016-06-08,Second Class,Home Office,Florida,South,Technology,Phones,105.45,6,0.3,11.66
CA-8014,2016-01-04,2016-01-07,Same Day,Corporate,Texas,West,Furniture,Chairs,173.61,8,0.2,2.63
CA-8015,2015-02-09,2015-02-12,First Class,Corporate,Florida,West,Technology,Phones,27.9,6,0.2,-0.26
CA-8016,2015-11-08,2015-11-10,Standard Class,Consumer,California,West,Technology,Phones,350.26,8,0.3,-2.66
CA-8017,2018-12-02,2018-12-08,Standard Class,Consumer,New York,East,Furniture,Tables,828.58,2,0.3,-49.27
CA-8018,2018-01-18,2018-01-23,Same Day,Corporate,Texas,South,Office Supplies,Envelopes,22.39,9,0.0,-3.37
CA-8019,2017-12-11,2017-12-14,First Class,Home Office,California,Central,Furniture,Bookcases,506.36,8,0.2,-52.45
CA-8020,2015-01-06,2015-01-07,Second Class,Consumer,Illinois,Central,Furniture,Tables,323.72,6,0.2,55.63
CA-8021,2018-10-17,2018-10-19,Standard Class,Home Office,Illinois,Central,Furniture,Tables,627.32,5,0.2,45.21
CA-8022,2017-10-12,2017-10-17,Same Day,Corporate,California,West,Technology,Phones,865.51,1,0.3,-110.66
CA-8023,2017-09-06,2017-09-12,Second Class,Corporate,California,South,Technology,Copiers,261.23,5,0.1,46.47
CA-8024,2018-02-21,2018-02-27,Second Class,Corporate,California,East,Office Supplies,Storage,968.72,6,0.1,133.79
CA-8025,2017-03-22,2017-03-26,First Class,Corporate,Texas,West,Furniture,Furnishings,566.55,3,0.1,35.27
CA-8026,2018-07-12,2018-07-18,Standard Class,Home Office,California,East,Office Supplies,Envelopes,988.36,8,0.2,183.58
CA-8027,2017-12-21,2017-12-24,First Class,Corporate,Florida,South,Technology,Machines,838.79,6,0.0,-84.67
CA-8028,2018-02-05,2018-02-06,Standard Class,Home Office,California,Central,Office Supplies,Paper,893.62,3,0.2,-55.09
CA-8029,2015-08-22,2015-08-24,Same Day,Home Office,New York,West,Furniture,Bookcases,880.78,8,0.3,184.45
CA-8030,2017-03-03,2017-03-05,Same Day,Consumer,California,East,Office Supplies,Appliances,412.87,7,0.0,-23.94
CA-8031,2016-06-13,2016-06-16,Same Day,Consumer,New York,South,Office Supplies,Storage,124.55,1,0.3,16.99
CA-8032,2018-10-18,2018-10-22,Second Class,Consumer,Florida,South,Furniture,Chairs,321.29,6,0.1,5.74
CA-8033,2016-10-02,2016-10-03,Second Class,Home Office,Illinois,Central,Technology,Machines,203.57,5,0.1,7.74
CA-8034,2018-05-09,2018-05-11,Standard Class,Home Office,Illinois,East,Technology,Phones,318.24,1,0.1,-10.12
CA-8035,2018-11-02,2018-11-04,Same Day,Home Office,New York,West,Technology,Phones,955.43,9,0.1,-48.3
CA-8036,2018-10-15,2018-10-19,First Class,Home Office,Illinois,Central,Technology,Copiers,493.09,1,0.0,-73.79
CA-8037,2017-07-03,2017-07-08,First Class,Home Office,Texas,East,Technology,Accessories,772.04,4,0.2,162.87
CA-8038,2017-02-08,2017-02-11,Second Class,Home Office,Illinois,Central,Office Supplies,Paper,89.39,7,0.0,14.13
CA-8039,2018-07-26,2018-08-01,Same Day,Corporate,California,Central,Furniture,Furnishings,320.49,1,0.3,33.5
CA-8040,2015-08-29,2015-09-04,Standard Class,Corporate,Florida,Central,Office Supplies,Labels,820.67,9,0.3,-17.89
CA-8041,2015-11-14,2015-11-19,Same Day,Home Office,Florida,East,Office Supplies,Storage,893.54,9,0.1,-118.46
CA-8042,2017-11-01,2017-11-06,Second Class,Consumer,Texas,Central,Technology,Copiers,576.51,7,0.3,24.15
CA-8043,2016-11-21,2016-11-26,Second Class,Home Office,Washington,West,Furniture,Chairs,709.92,5,0.2,111.05
CA-8044,2017-09-04,2017-09-07,Standard Class,Consumer,Florida,South,Furniture,Furnishings,285.49,7,0.1,-48.06
CA-8045,2016-02-16,2016-02-21,Second Class,Home Office,New York,West,Furniture,Chairs,485.51,7,0.1,50.07
CA-8046,2017-06-01,2017-06-03,First Class,Corporate,Florida,Central,Furniture,Chairs,75.19,9,0.0,4.68
CA-8047,2016-07-14,2016-07-15,Same Day,Consumer,Texas,Central,Furniture,Tables,603.49,6,0.2,-37.23
CA-8048,2015-01-27,2015-01-31,Standard Class,Corporate,Illinois,West,Technology,Copiers,92.34,8,0.0,15.67
CA-8049,2016-04-23,2016-04-25,Standard Class,Corporate,Illinois,Central,Office Supplies,Labels,496.01,4,0.3,-6.63
CA-8050,2017-04-29,2017-05-01,First Class,Home Office,Texas,West,Technology,Phones,566.81,9,0.2,110.72
CA-8051,2018-08-19,2018-08-21,Second Class,Consumer,Florida,East,Furniture,Chairs,568.03,5,0.2,21.92
CA-8052,2016-03-30,2016-03-31,Same Day,Consumer,New York,West,Office Supplies,Paper,237.99,1,0.3,28.77
CA-8053,2016-08-20,2016-08-25,First Class,Consumer,New York,East,Office Supplies,Storage,923.65,5,0.0,217.52
CA-8054,2016-10-18,2016-10-21,First Class,Consumer,New York,Central,Office Supplies,Binders,937.01,3,0.1,-51.77
CA-8055,2016-05-18,2016-05-22,First Class,Corporate,New York,East,Furniture,Chairs,739.31,3,0.3,70.93
CA-8056,2017-01-04,2017-01-05,Same Day,Home Office,California,West,Technology,Accessories,549.23,9,0.3,-55.46
CA-8057,2018-07-04,2018-07-09,Same Day,Corporate,New York,South,Technology,Copiers,543.95,8,0.2,-45.14
CA-8058,2017-04-07,2017-04-13,First Class,Consumer,Texas,South,Technology,Accessories,568.77,7,0.2,-58.74
CA-8059,2015-10-25,2015-10-30,Standard Class,Corporate,Illinois,South,Furniture,Furnishings,952.21,5,0.0,232.57
CA-8060,2017-07-18,2017-07-20,Second Class,Home Office,Texas,West,Office Supplies,Labels,213.32,2,0.2,3.84
CA-8061,2017-12-30,2018-01-03,Same Day,Consumer,Texas,South,Technology,Phones,229.51,6,0.3,19.88
CA-8062,2015-04-03,2015-04-08,Same Day,Home Office,Florida,East,Technology,Accessories,456.92,3,0.2,107.22
CA-8063,2017-12-28,2018-01-03,Standard Class,Home Office,New York,Central,Office Supplies,Labels,535.08,3,0.1,-44.34
CA-8064,2016-08-25,2016-08-30,Second Class,Corporate,New York,East,Technology,Phones,279.34,3,0.0,23.77
CA-8065,2017-07-25,2017-07-30,Standard Class,Corporate,Illinois,Central,Office Supplies,Envelopes,899.2,4,0.3,-53.57
CA-8066,2017-01-18,2017-01-24,Same Day,Consumer,Illinois,Central,Technology,Phones,7.15,7,0.0,1.44
CA-8067,2016-10-03,2016-10-05,Second Class,Consumer,Illinois,West,Technology,Phones,509.71,5,0.1,-78.81
CA-8068,2016-05-07,2016-05-08,Standard Class,Consumer,Washington,South,Office Supplies,Labels,174.75,4,0.2,-14.54
CA-8069,2016-03-23,2016-03-29,Standard Class,Home Office,Illinois,West,Furniture,Bookcases,679.93,6,0.1,91.23
CA-8070,2018-02-20,2018-02-23,First Class,Home Office,Illinois,South,Technology,Copiers,777.56,3,0.0,11.24
CA-8071,2015-10-14,2015-10-15,First Class,Corporate,Texas,Central,Technology,Copiers,633.82,2,0.1,-110.65
CA-8072,2017-02-12,2017-02-18,Same Day,Consumer,Illinois,Central,Office Supplies,Paper,346.65,7,0.1,79.0
CA-8073,2018-11-13,2018-11-18,First Class,Home Office,Illinois,West,Technology,Accessories,205.54,6,0.2,20.88
CA-8074,2018-07-17,2018-07-19,Second Class,Corporate,Washington,Central,Office Supplies,Binders,62.39,3,0.2,-7.48
CA-8075,2017-09-03,2017-09-07,Standard Class,Home Office,New York,East,Office Supplies,Envelopes,556.97,3,0.2,13.78
CA-8076,2017-05-11,2017-05-13,First Class,Corporate,Illinois,East,Furniture,Tables,588.78,9,0.2,32.93
CA-8077,2016-12-05,2016-12-08,Standard Class,Home Office,Florida,Central,Technology,Machines,843.56,8,0.2,76.68
CA-8078,2018-10-07,2018-10-12,Standard Class,Corporate,Illinois,South,Office Supplies,Appliances,348.03,9,0.0,20.96
CA-8079,2015-08-27,2015-09-01,First Class,Consumer,Illinois,Central,Technology,Phones,149.13,5,0.0,27.64
CA-8080,2015-01-11,2015-01-13,First Class,Home Office,New York,Central,Technology,Accessories,780.5,1,0.1,34.41
CA-8081,2016-01-24,2016-01-27,First Class,Corporate,Florida,East,Office Supplies,Paper,166.08,9,0.0,33.22
CA-8082,2015-06-13,2015-06-17,Same Day,Corporate,Texas,South,Office Supplies,Envelopes,537.2,7,0.2,86.19
CA-8083,2016-12-08,2016-12-12,First Class,Corporate,Texas,South,Furniture,Bookcases,590.95,7,0.2,-40.9
CA-8084,2016-02-01,2016-02-07,Standard Class,Corporate,Illinois,West,Furniture,Bookcases,485.2,1,0.2,-32.08
CA-8085,2016-01-14,2016-01-15,First Class,Corporate,Washington,Central,Office Supplies,Appliances,909.5,4,0.1,56.46
CA-8086,2018-07-31,2018-08-03,First Class,Home Office,Florida,West,Furniture,Chairs,442.37,4,0.2,-12.32
CA-8087,2018-10-12,2018-10-16,First Class,Home Office,Texas,East,Furniture,Furnishings,199.75,4,0.2,-30.46
CA-8088,2016-12-08,2016-12-12,Second Class,Consumer,Washington,South,Office Supplies,Appliances,463.52,7,0.1,-49.14
CA-8089,2016-10-14,2016-10-18,First Class,Home Office,Illinois,West,Technology,Machines,452.04,9,0.2,-8.89
CA-8090,2018-10-14,2018-10-16,Same Day,Corporate,Washington,South,Furniture,Bookcases,467.08,2,0.0,115.42
CA-8091,2017-05-04,2017-05-06,First Class,Corporate,Texas,East,Furniture,Furnishings,142.97,8,0.1,-3.38
CA-8092,2017-12-07,2017-12-11,First Class,Corporate,Washington,West,Technology,Copiers,314.98,2,0.0,-49.14
CA-8093,2017-10-19,2017-10-23,First Class,Home Office,Washington,East,Office Supplies,Storage,426.09,8,0.1,-68.4
CA-8094,2015-09-11,2015-09-17,Standard Class,Home Office,New York,East,Furniture,Chairs,75.4,1,0.3,7.5
CA-8095,2015-08-31,2015-09-05,Same Day,Home Office,California,East,Office Supplies,Storage,506.82,1,0.1,-30.43
CA-8096,2016-05-24,2016-05-29,Second Class,Home Office,Texas,East,Furniture,Bookcases,61.35,3,0.0,15.99
CA-8097,2017-05-28,2017-06-02,First Class,Corporate,Texas,East,Technology,Phones,702.56,2,0.0,-90.98
CA-8098,2018-01-28,2018-01-30,Standard Class,Consumer,Texas,West,Office Supplies,Labels,999.81,7,0.0,-155.73
CA-8099,2015-07-08,2015-07-10,Standard Class,Consumer,Illinois,West,Office Supplies,Envelopes,381.69,5,0.0,17.79
CA-8100,2018-09-06,2018-09-08,Second Class,Consumer,Florida,Central,Technology,Copiers,524.49,4,0.1,77.56
CA-8101,2018-05-21,2018-05-24,Standard Class,Consumer,Illinois,West,Technology,Phones,461.64,4,0.3,-6.26
CA-8102,2016-01-20,2016-01-25,First Class,Consumer,Texas,Central,Office Supplies,Envelopes,506.9,6,0.3,4.16
CA-8103,2015-03-07,2015-03-09,Standard Class,Home Office,Washington,West,Office Supplies,Binders,931.06,3,0.2,6.2
CA-8104,2015-01-28,2015-01-29,Standard Class,Corporate,Florida,Central,Office Supplies,Labels,829.72,7,0.2,55.09
CA-8105,2015-10-28,2015-11-03,Same Day,Consumer,New York,East,Office Supplies,Appliances,51.28,6,0.2,0.89
CA-8106,2016-10-03,2016-10-04,Second Class,Consumer,Washington,Central,Technology,Copiers,113.74,4,0.2,10.49
